,geo,id,created_at,text,author_id,lang,public_metrics,description,name,id,verified,protected,location,username,country_code,country,name,geo,full_name,place_type,id
65,{'place_id': '94965b2c45386f87'},1310784768846508032,2020-09-29T03:33:36.000Z,"@JimmyVielkind @NYGovCuomo Says the man who has defunded mental health services, trapped those with disabilities &amp; substance use disorder in shelters &amp; expects us to arrest those with mental illness. Please don’t lecture us on the care of those most in need. We aren’t the ones violating their dignity.",17581393,en,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}","Retiree, Astronomer, Engineer, pizza lover/expert ⚖️",Lou Nigra⚖️🍦💛🐝,603064473,False,False,Chicago,lounigra,US,United States,Mission Viejo,"{'type': 'Feature', 'bbox': [-117.6959476, 33.5349414, -117.617598, 33.672075], 'properties': {}}","Mission Viejo, CA",city,6b55df049258bade
66,{'place_id': '61d25db0441c5626'},1308437728405659650,2020-09-22T16:07:18.000Z,@EphraimGopin I don't see disability as something to feel less dignified over; the idea that I would need person first language for dignity drives home that abeled people see disability as undignified.,2724565038,en,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",LOVER OF SPORTS AND SOAPS #Warriors #Dodgers #Athletics #GH #DAYS,💙💛💙Linda💙💛💙SplashBrothersLover,108136966,False,False,,LinLovesFriz,US,United States,Evanston,"{'type': 'Feature', 'bbox': [-87.733451, 42.0191507, -87.6649403, 42.071723], 'properties': {}}","Evanston, IL",city,8b351eeb91372dc7
67,{'place_id': '5a51ae834390a143'},1307815511372124160,2020-09-20T22:54:50.000Z,"@washingtonweek @lauracastrox3 Joe Biden: The Latino community is a core part of the American story, their contributions are evident in every part of society. As president, everyone will be treated with dignity, no matter their race, gender, sexual orientation, religion, or disability. Everyone means everyone.",739836328083230721,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Bostonian! Best fans. Every politician  involved in the insurrection should be removed from Office immediately! Paralegal & poet in former life 🇺🇦 @Shivy1231,Siobhan,745859801003999232,False,False,"Boston, MA",sbrady1231,US,United States,Costa Mesa,"{'type': 'Feature', 'bbox': [-117.954201, 33.625179, -117.85709, 33.702038], 'properties': {}}","Costa Mesa, CA",city,2f97b9acb13ca665
68,{'place_id': '77ed64eec363b46c'},1304214438296383490,2020-09-11T00:25:27.000Z,"These episodes do odd things with disability. In one, we get the quiet, even gruff dignity of a blind woman. In the other, disability as otherworldly.
I have a weak background in disability studies (I need to work on this). I’d love to hear what a more knowledgeable person thinks",2754269052,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Artistic grandma who likes politics, and thinks that using .woke. as an insult is fucking ridiculous.  ...#StandWithUkriane... я вчуся говорити українською",Just a Girl 🇺🇦,32741395,False,False,Seahawks Country,dawnlyndel,US,United States,Eugene,"{'type': 'Feature', 'bbox': [-123.208615, 43.988281, -123.0361879, 44.142961], 'properties': {}}","Eugene, OR",city,01241e9666cacdd2
69,{'place_id': '3b77caf94bfc81fe'},1300160996862951424,2020-08-30T19:58:32.000Z,This is disgusting and yet another example of why people with disabilities are constantly fighting for their agency and dignity. @SteveScalise MUST delete this tweet and apologize to the entire disability community #CripTheVote https://t.co/8ajxRQmoUG,88802201,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","PA House Candidate, @LovitzForPA; proud union member; public policy at @nglcc. Lover of politics, Star Trek, & musicals. Let's make a difference! 🇺🇸 🏳️‍🌈✡️",Jonathan D. Lovitz,84154515,True,False,"Philadelphia, PA | He/Him",jdlovitz,US,United States,Austin,"{'type': 'Feature', 'bbox': [-97.928935, 30.127892, -97.5805133, 30.5187994], 'properties': {}}","Austin, TX",city,c3f37afa9efcf94b
70,{'place_id': '18165a3f2b139f0f'},1298812259884556290,2020-08-27T02:39:08.000Z,https://t.co/aZsRAGfAuU @Facebook @Google @AP @NationalAPSE @NDRNadvocates @KesslerFdn @SDI_Disability @LurieInstitute @BBISyracuse,80698049,und,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 3, 'quote_count': 2}",My life can't be any sweeter with all those I love. I'm a mad scrapper/mixed media artist by day and an activist throughout the night. Funny memes are enjoyed.,lolalee jones,214760518,False,False,Earth,meandmrsjones2,US,United States,Portsmouth,"{'type': 'Feature', 'bbox': [-70.820242, 43.0136731, -70.737324, 43.098556], 'properties': {}}","Portsmouth, NH",city,fb3aafdc1555efcf
71,{'place_id': '1d9a5370a355ab0c'},1295797984664391680,2020-08-18T19:01:28.000Z,All the feels watching @SenDuckworth @TammyforIL highlight @JoeBiden’s respect for the “dignity of every human being” during @DemConvention Disability Council. Three cheers also for zooming from her kitchen and mentioning access to jobs and living a full life!!!  #DemConvention https://t.co/992QaBnpW9,159470036,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Father husband family cantor hiker educator Northwestern Yankees greyhounds baseball cards. Democratic liberal for common good Obamacrat #TeamJoe he/him,Yankees Baseball Reindeer,243338872,False,False,GoNiskyGo!,treindeer,US,United States,Christiana,"{'type': 'Feature', 'bbox': [-86.430157, 35.710079, -86.408684, 35.743583], 'properties': {}}","Christiana, TN",city,00263ccc0648ad01
72,{'place_id': '300bcc6e23a88361'},1293043949813170178,2020-08-11T04:37:55.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on.,824827924897357824,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Summit County Clerk of Courts, engineer, outdoor enthusiast, one of the human moms of Kennebec the rescue Shih Tzu. Authorized by Friends of Sandra Kurt",Sandra Kurt,328059473,False,False,"Akron, OH",SandraKurt,US,United States,Fairview Park,"{'type': 'Feature', 'bbox': [-81.875476, 41.417577, -81.815851, 41.467225], 'properties': {}}","Fairview Park, OH",city,9cacf32ef70c27ab
73,{'place_id': 'c574e91ed7c03f7a'},1292778569240850432,2020-08-10T11:03:24.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/XyM7EIrQMX,1460780149,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",I’m here for the politics. Proud Democrat #California❤️,Esther,153644884,False,False,"California, USA",estherlmatthews,US,United States,Tennessee,"{'type': 'Feature', 'bbox': [-90.310298, 34.982924, -81.646901, 36.678119], 'properties': {}}","Tennessee, USA",admin,7f7d58e5229c6b6c
74,{'place_id': 'e0060cda70f5f341'},1292665828962377729,2020-08-10T03:35:24.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/wKuaZY1Cr6,4262746633,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",🌊🌊🌊 IFB 100%🎶I’M STILL WALKIN’ SO I’M SURE THAT I CAN DANCE🎶 #BeGrateful #FBR #Resist I block MAGAts. NO DMs PLEASE! #TheResistance🌊🌊🌊,Dejah Thoris A Princess of Mars,708100337924751363,False,False,"New Jersey, USA",DejahThorisQ,US,United States,Fort Lauderdale,"{'type': 'Feature', 'bbox': [-80.20811, 26.080935, -80.0902351, 26.219801], 'properties': {}}","Fort Lauderdale, FL",city,6c686af766d8429c
75,{'place_id': '1d9a5370a355ab0c'},1292636091837820928,2020-08-10T01:37:14.000Z,"Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity.
Pass sit on. https://t.co/Uf5vibA6RH",603064473,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","She/her. Library cataloguer, costumer, bookworm, member of AFT Local 4794, member of Village diaries over at Daily Kos, firm believer in sanity being over rated",Patricia Ann Kopp for Biden/Harris 🍩 💛🗳📚💯❗️🥀,826501718288404480,False,False,"Mission Viejo, CA",mvgal92691,US,United States,Oakland,"{'type': 'Feature', 'bbox': [-122.34266, 37.699279, -122.114711, 37.8847092], 'properties': {}}","Oakland, CA",city,ab2f2fac83aa388d
76,{'place_id': '5cda0a6ac9cf8725'},1292583995666862080,2020-08-09T22:10:14.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/bez4CozoO7,108136966,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","Union Operating engineer, Political wonk, lover of NBA TV.  NO  going backwards post 2008! Center-left wins.... ask Bill and Barack.",NewDemocrat4Life,756903193901162496,False,False,"Chicago, IL",reesetheone1,US,United States,Bethesda,"{'type': 'Feature', 'bbox': [-77.158594, 38.940225, -77.078411, 39.0224493], 'properties': {}}","Bethesda, MD",city,864ff125241f172f
77,{'place_id': '67b98f17fdcf20be'},1292580907891728385,2020-08-09T21:57:58.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/XyLnozCYxw,745859801003999232,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,SAUSD Special Education/SELPA,915989953573642240,False,False,"Santa Ana, CA",SAUSDspecialed,US,United States,Salem,"{'type': 'Feature', 'bbox': [-70.950694, 42.48393, -70.864351, 42.546174], 'properties': {}}","Salem, MA",city,90eed94925e42147
78,{'place_id': '6ddb37f83f4fdca5'},1292570669683679232,2020-08-09T21:17:17.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/9aSjXzdjgd,32741395,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}","Guiding, Preparing, and Inspiring all students to become lifelong learners.",Bob McBride,862370946,False,False,Lockport Township High School District 205,PorterSup205,US,United States,Greensboro,"{'type': 'Feature', 'bbox': [-80.0295184, 35.962623, -79.6852086, 36.218171], 'properties': {}}","Greensboro, NC",city,a6c257c61f294ec1
79,{'place_id': 'e4a0d228eb6be76b'},1292539116295528450,2020-08-09T19:11:54.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/0SJABwKZVu,84154515,en,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 13, 'quote_count': 1}",Volunteer advocates working together (with support from @t1international) for #insulin4all. We advocate for transparency and lower cost of insulin in WA.,Washington #insulin4all,1111677962405974018,False,False,"Washington, USA",WAinsulin4all,US,United States,Biddeford,"{'type': 'Feature', 'bbox': [-70.522531, 43.446466, -70.355233, 43.501858], 'properties': {}}","Biddeford, ME",city,004d59e752d3bf33
80,{'place_id': '29aaa88d9fe74b50'},1292537954083184640,2020-08-09T19:07:17.000Z,@B52Malmet Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on.,214760518,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}","Cooking, geology, music, humanity, equality, democracy, photography, LGBTQ. Software dev: embedded, RT, Linux, network, open source. Calmly gun free. He/him.",James TrickleuP,14621300,False,False,"Eugene, OR",opalmirror,US,United States,Roanoke,"{'type': 'Feature', 'bbox': [-97.340667, 32.988286, -97.21085, 33.049565], 'properties': {}}","Roanoke, TX",city,001a980b0bf26339
81,{'place_id': '94965b2c45386f87'},1292537773124190210,2020-08-09T19:06:33.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/jtBq1Kk9dZ,243338872,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Empathy-driven project leader 🌵 Senior Strategist @dockyard 📝 Producer @considercast 🎙️ Head honcho PM with Purpose 💅,Samantha (Schak) Gonzalez,66227738,False,False,"Austin, TX",samschak,US,United States,Phoenix,"{'type': 'Feature', 'bbox': [-112.3239143, 33.29026, -111.9254391, 33.8154652], 'properties': {}}","Phoenix, AZ",city,5c62ffb0f0f3479d
82,{'place_id': 'fef01a8cb0eacb64'},1292534959446597633,2020-08-09T18:55:23.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on... https://t.co/GTTPREdEba,328059473,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Sales Associate at Olson Strategies and Grassfire https://t.co/UPGRoePzE2 Director of First Impressions The DORS Group,Alexandria Knox,14268324,False,False,"Portsmouth, NH",AlexKnoxGOP,US,United States,Kansas State Capitol,"{'type': 'Feature', 'bbox': [-95.67806482315063, 39.04816066739723, -95.67806482315063, 39.04816066739723], 'properties': {}}",Kansas State Capitol,poi,07d9db2ea1080000
83,{'place_id': 'fbd6d2f5a4e4a15e'},1292524724304539649,2020-08-09T18:14:42.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on.,153644884,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Traveled to 75 countries, Venture Fellow @ventureco_op, Former China Expat, Project 8 (views are my own)",Sarah Cummings,804401327484915712,False,False,"San Francisco, CA",SarahBCummings,US,United States,Manchester,"{'type': 'Feature', 'bbox': [-71.5127219, 42.8909187, -71.3754393, 43.0514794], 'properties': {}}","Manchester, NH",city,5e6cc87c609e3a59
84,{'place_id': '514d3a9a40d0c71b'},1292518872801845251,2020-08-09T17:51:27.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/SBKKRUu2GC,708100337924751363,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",advancing independence within the Disability community,Empower Tennessee,3014680654,False,False,"Nashville, TN",Empower_TN,US,United States,A Special Blend,"{'type': 'Feature', 'bbox': [-79.852486, 36.069942, -79.852486, 36.069942], 'properties': {}}",A Special Blend,poi,0ea7b1010d150000
85,{'place_id': '6b55df049258bade'},1292518379442511872,2020-08-09T17:49:30.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/MC9VToQMBk,826501718288404480,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",,Janet Borelli,1079250915805286401,False,False,"Fairview Park, OH",JanetBorelli2,US,United States,Worthington,"{'type': 'Feature', 'bbox': [-83.055384, 40.074153, -82.948592, 40.133801], 'properties': {}}","Worthington, OH",city,3de739b7819a3b2d
86,{'place_id': '1d9a5370a355ab0c'},1292511370836140036,2020-08-09T17:21:39.000Z,Social Security is the most effective anti-poverty tool for seniors and people with disabilities to live with dignity. Pass it on. https://t.co/v0qTOB1awY,756903193901162496,en,"{'retweet_count': 97, 'reply_count': 7, 'like_count': 171, 'quote_count': 9}",501c3 EIN 32-0582177 using social media platforms to help vets in crisis/need in real time $6+MILLION in 3.5 yrs 2% op cost #codeofvets #Oneveteranatatime,Code of Vets ™,856288002435420160,True,False,Murfreesboro Tennessee,codeofvets,US,United States,Empire Garden,"{'type': 'Feature', 'bbox': [-71.06241812214772, 42.35124253439956, -71.06241812214772, 42.35124253439956], 'properties': {}}",Empire Garden,poi,07d9e38668481001
87,{'place_id': '8b351eeb91372dc7'},1287538553577144321,2020-07-27T00:01:27.000Z,"#ADA has enabled millions of Americans with disabilities to live with greater independence and dignity. #ADA not only built ramps and widened doorways, but also brought greater understanding to the abilities of those who were previously excluded.",24195214,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 10, 'quote_count': 1}","Pioneer, America's first mental health court dedicated to the decriminalization of persons with mental illness. Author, NSU Adjunct Professor, Global Speaker.",Ginger Lerner-Wren,3408606059,False,False,"Fort Lauderdale, FL",JudgeWren,US,United States,Creve Coeur,"{'type': 'Feature', 'bbox': [-90.491849, 38.639901, -90.392072, 38.6963087], 'properties': {}}","Creve Coeur, MO",city,c3d0d06760ca937b
88,{'place_id': '2f97b9acb13ca665'},1287511810057179136,2020-07-26T22:15:10.000Z,"In honor of the 30th Anniversary of the #AmericansWithDisabilitiesAct, let’s all commit to making everywhere and everything accessible to individuals with disabilities. We ALL deserve access and opportunity.  We ALL deserve to live with dignity. #ThankstotheADA  #ADA30 https://t.co/HzOWjMDVuM https://t.co/aCuk4CeUj6",915989953573642240,en,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 20, 'quote_count': 1}","The perfect medical webinar recipe: Get a Peruvian doctor, add EN/ES translator & cert. interpreter (court/medical), mix with 10+ years of experience ¡y listo!",Gloria M. Rivera,395134852,False,False,"San Diego, CA",BlueUrpi,US,United States,Corvallis,"{'type': 'Feature', 'bbox': [-123.343425, 44.527244, -123.215262, 44.611247], 'properties': {}}","Corvallis, OR",city,4da74513442e5fc5
89,{'place_id': '7dc5c6d3bfb10ccc'},1287430043648565251,2020-07-26T16:50:16.000Z,Glad we can celebrate 30 years of the Americans with Disabilities Act. I know ADA has expanded equity and inclusion of all in public schools. It challenges us to define our success through the dignity and opportunity we ensure for all learners. @LockportHS205,862370946,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 21, 'quote_count': 0}",Cuenta oficial Misión Permanente del Ecuador ante las Naciones Unidas en Nueva York / Official account PM of Ecuador to the United Nations in NY,Ecuador en ONU,1135279753,False,False,New York,EcuadorONU,US,United States,Atascocita,"{'type': 'Feature', 'bbox': [-95.2497924, 29.9122421, -95.135568, 30.033094], 'properties': {}}","Atascocita, TX",city,38d0e797745f4c5d
90,{'place_id': '300bcc6e23a88361'},1287418066410729472,2020-07-26T16:02:40.000Z,"The Americans with Disabilities Act has protected us for 30 years today. We need these protections to guard against discrimination, ensuring the vulnerable live with dignity &amp; can thrive

#ADA30 #ADAanniversary #ThanksToTheADA #insulin4all #insulin #diabetes #disability https://t.co/wDDtBc355G",1111677962405974018,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","#M4All Socialist, cat waitress, attorney, punk & raver, #BLM #Palestine ""Daughter & heir of a shyness that is criminally vulgar."" #MLB #JusticeForAmirLocke",fabucat,10165452,False,False,MD suburbs of DC.,fabucat,US,United States,Scottsdale,"{'type': 'Feature', 'bbox': [-111.960775, 33.4358637, -111.756022, 33.842816], 'properties': {}}","Scottsdale, AZ",city,0a0de7bd49ef942d
91,{'place_id': '01241e9666cacdd2'},1282362779802800128,2020-07-12T17:14:46.000Z,"For every person who dies from Covid19, there will be at least one who recovers with a permanent disability or functional loss. This isn't their fault. We need a health care, shelter, food program to help these walking wounded Americans live out their lives with dignity. https://t.co/d4EDurHWpT",14621300,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#BedfordMA Town Manager. Proud #CambMA & @mayordriscoll alum. Local govt. enthusiast. Runner. Lover of all things northshore & Nantucket. Opinions=mine.,sannstanton,1355741293,False,False,,sannstanton,US,United States,New City,"{'type': 'Feature', 'bbox': [-74.025285, 41.107441, -73.943839, 41.192559], 'properties': {}}","New City, NY",city,4993b962771646cb
92,{'place_id': 'c3f37afa9efcf94b'},1279245374474108929,2020-07-04T02:47:19.000Z,Just remember that you may think something is lazy but it might be helping someone with a disability (like limited hand mobility to chop those onions) gain the dignity they deserve in self-reliance. https://t.co/Wu6dFPfqz1 https://t.co/TrDnXGEXeX,66227738,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","My grandfather born 1843 a Civil War Vet, my father born 1899 a WWI Vet, and I was born 1959 Army Reserve Vet... I'm a PROUD 3rd Generation Veteran, NCSTRONG",John Angus Jacobs,32309477,False,False,NCA&T Aggie Pride!!!,CConscious,US,United States,Mineola,"{'type': 'Feature', 'bbox': [-73.657928, 40.736994, -73.62091, 40.759989], 'properties': {}}","Mineola, NY",city,1e11d8be00564690
93,{'place_id': 'fb3aafdc1555efcf'},1274073996456267779,2020-06-19T20:18:06.000Z,"This is sickening! No one should be treated like this. We as people with disabilities deserve dignity and respect as everyone else. Attack our policies all you want, but these disgusting personal attacks on all sides have to stop right now! Stay strong @GregAbbott_TX https://t.co/B7S5NWhgjm",14268324,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Maine Speaker of the House / @CatholicUniv Alum / Catholic / Proud Franco-American / @CWAUnion Local 2336 Member,Ryan Fecteau 🏳️‍🌈,35625582,True,False,"Biddeford, ME",SpeakerFecteau,US,United States,Matawan,"{'type': 'Feature', 'bbox': [-74.261967, 40.390452, -74.2180978, 40.444534], 'properties': {}}","Matawan, NJ",city,a7cdc3f10586dc66
94,{'place_id': '5a110d312052166f'},1268689186095108097,2020-06-04T23:40:47.000Z,@GavinNewsom Seniors &amp; people living w/ disabilities have a right to a life of dignity. The #COVID19 crisis is the worst time to risk cutting #SSI – a vital anti-poverty program. Please adopt the Senate &amp; Assembly budget plans &amp; reject any cuts to SSI/SSP #BayAreaFoodBanks,804401327484915712,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Advocate for equity/inclusion in all environments. Claiming and making space at the table IEP consultant #TXpartners  #disabilityisdiversity #socialjustice,The Armchair Advocate,1215687610225561600,False,False,,TheArmchairAdv1,US,United States,Doña Habana,"{'type': 'Feature', 'bbox': [-71.07307703238195, 42.33250106710302, -71.07307703238195, 42.33250106710302], 'properties': {}}",Doña Habana,poi,0fc339fd27947001
95,{'place_id': '00263ccc0648ad01'},1266354814562250757,2020-05-29T13:04:50.000Z,Excellent @Forbes Article about the dignity of risk under the #COVID19 Pandemic from a #Disability perspective https://t.co/fHPGCKxFG5,3014680654,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Moving Arizona Forward. Retweets not endorsements.,Arizona House Democrats,58543537,True,False,Arizona,AZHouseDems,US,United States,St Paul,"{'type': 'Feature', 'bbox': [-93.207783, 44.8907521, -93.003514, 44.992279], 'properties': {}}","St Paul, MN",city,60e2c37980197297
96,{'place_id': '9cacf32ef70c27ab'},1255545838681624577,2020-04-29T17:13:49.000Z,We Need Ethical Standards for Journalists Writing About Autism and Disability https://t.co/nqeOpXhDRo give them human dignity!,1079250915805286401,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SHE/ HER | ACADEMIC | DIVERSITY | EQUITY| INCLUSION |Christ Follower | Wife | Mother| Autobio: “My Name is not Sibongile”,"Dr. Bongi Wenyika, PhD, MHR (She/Her) 🇿🇼🇺🇸🌻💉",821894136898818048,False,False,"Ottawa, KS",DocBongiPhD,US,United States,Boston City Hall,"{'type': 'Feature', 'bbox': [-71.0580039024353, 42.360367330738285, -71.0580039024353, 42.360367330738285], 'properties': {}}",Boston City Hall,poi,1082e8adc716a001
97,{'place_id': '7f7d58e5229c6b6c'},1251877679403589632,2020-04-19T14:17:52.000Z,"WHY deny deny deny till dead? He has served on Navy ships with asbestos, he was at Lejeune with TCE/PCE soil and water contamination. This man is 64 yrs old. He deserves his benefits, his disability pay, and dignity @SecWilkie @DeptVetAffairs",856288002435420160,en,"{'retweet_count': 16, 'reply_count': 3, 'like_count': 54, 'quote_count': 4}","Chief Engagement Officer @AUL. Research Fellow @DiscoveryCHE. Board @MtNittany. Lex orandi, lex credendi.",Tom Shakely,7836472,True,False,"Washington, DC",TomShakely,US,United States,Pitcairn,"{'type': 'Feature', 'bbox': [-79.784173, 40.398874, -79.769268, 40.4223842], 'properties': {}}","Pitcairn, PA",city,649e2f87098fc037
98,{'place_id': '6c686af766d8429c'},1250144539848986626,2020-04-14T19:30:59.000Z,"Agreed, as former Public Guardian for Broward County/ it’s essential to promote health, safety, dignity and welfare of persons with disabilities 🕊 https://t.co/KzpXYgzBDJ",3408606059,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",THE EVENING HERO (2022) @SimonBooks. @NYTimes @TheAtlantic; @Columbia Writer in Res; @The_Millions + @AAWW cofounder. Speaking: @shipman_agency She/her,Marie Myung-Ok 명옥 Lee,41591401,True,False,ISLAND OF FUNGIBLE TOKENS,MarieMyungOkLee,US,United States,Illinois,"{'type': 'Feature', 'bbox': [-91.51308, 36.970298, -87.019935, 42.508303], 'properties': {}}","Illinois, USA",admin,f54a2170ff4b15f7
99,{'place_id': 'ab2f2fac83aa388d'},1244088928660942849,2020-03-29T02:28:09.000Z,"People with disabilities, chronic conditions, etc NEED the flexibility of a job as a freelancer. #ab5 is taking their income and dignity away.
@LorenaAD80
#freezeAB5 https://t.co/7o2nzkKCrN",395134852,en,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}","He/him. Fighter, writer, work-all-nighter. Forever carping the diem. Organizer, not organized.","Tim Ellis, Forward Toronto🌹",34196648,False,False,"Toronto, ON",DJDynamicNC,US,United States,Miami,"{'type': 'Feature', 'bbox': [-80.321683, 25.7090404, -80.144974, 25.855667], 'properties': {}}","Miami, FL",city,04cb31bae3b3af93
100,{'place_id': '01a9a39529b27f36'},1241472096200515584,2020-03-21T21:09:47.000Z,"Today is DOWN SYNDROME DAY, which celebrates the inherent dignity and valuable contributions of persons with intellectual disabilities as promoters of the well-being and diversity of their communities. @UN @PlanTodaUnaVida @InclusionEC #DiplomaciaActiva https://t.co/tfD6NgWurE",1135279753,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Disability rights activist,Colleen Flanagan,22531506,False,False,Boston MA,ColleenFlangan,US,United States,St Cloud,"{'type': 'Feature', 'bbox': [-94.2601662, 45.471059, -94.1096612, 45.590382], 'properties': {}}","St Cloud, MN",city,78775f08fd153aed
101,{'place_id': 'ab2f2fac83aa388d'},1241428990012739584,2020-03-21T18:18:30.000Z,"@pwilson1328 I forgot to mention that due to #ab5 I’ve met many people w/disabilities and chronic conditions, caregivers, stay-at-home parents who need the flexibility of being a freelancer.
AB5 has taken their independence and dignity away from them. That’s not the American way. https://t.co/zWcjW62z6z",395134852,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Honored to serve as @ncdhhs Secretary || fmr Asst. Secretary @USTreasury || Investing in the Health of NC || Devoted dog dad 🐕 & partner 🏳️‍🌈.,Secretary Kody Kinsley,21786719,True,False,"Raleigh, NC",KodyKinsley,US,United States,CDC Chamblee,"{'type': 'Feature', 'bbox': [-84.29371316560001, 33.88000974442843, -84.29371316560001, 33.88000974442843], 'properties': {}}",CDC Chamblee,poi,07d9c9471ec83000
102,{'place_id': '864ff125241f172f'},1236440281760911361,2020-03-07T23:55:09.000Z,Marilyn is a Twitter legend. She’s one of the reasons I say #NotMeUs She has a work related disability and all she wants to do is retire with dignity. Please read her story and donate if you’re able https://t.co/vVfZHM7YCW,10165452,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","News Reporter WBNS-TV• AP Reporter Of The Year ‘16,’15,’14•7x Emmy Winner• ’17,’18 Edward R. Murrow Award Winner. Got a story to tell? Let me know about it!",Kevin Landers,107191237,True,False,"columbus, ohio",Kevin10TV,US,United States,Brownsville,"{'type': 'Feature', 'bbox': [-97.5800852, 25.8587233, -97.374767, 26.085488], 'properties': {}}","Brownsville, TX",city,d48f32df6ecc8aaa
103,{'place_id': '90eed94925e42147'},1233527797089435650,2020-02-28T23:01:59.000Z,"I’m especially proud of this work. Every resident should be able to vote comfortably, privately, and with dignity. A special thanks to #BedfordMA resident and Disability Commission all-star, Howard Sumner, for bringing this important issue to light. https://t.co/7vwOkS4lBQ",1355741293,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}",Battler of clinical depression/anxiety. Missouri 🐅's fan; yes I know that in and of itself is not good for depression/anxiety. Continue to #resist,AllHart,23176084,False,False,St. Louis,tahart27,US,United States,Oklahoma City,"{'type': 'Feature', 'bbox': [-97.768683, 35.290722, -97.335639, 35.674965], 'properties': {}}","Oklahoma City, OK",city,9531d4e3bbafc09d
